id,user_id,task_type,description,related_link,date_from,date_to,status,priority,created_at,updated_at,created_by,assigned_by,start_time,end_time,duration_minutes
3043252f-aacc-4e8c-89d2-e2814ec18b6f,d7c33a8a-1c83-4cc3-a1b9-72787c40d165,One-to-One Meeting,"Evaluation meeting With instructor T-4459, I responded to her questions in the case as well as in the quality report. Duration: 00:36:23 Passcode: QR7ZE*?Z",https://zoom.us/rec/share/t5RMrthCAwljaf26uz9AL24VZiTEi55T7pCG8EK2T4HOyCB86an-0QI3VggB3tU.RG8zMHz1hACUuGiA,2026-02-15,2026-02-15,done,3,2026-02-15 14:19:23.996361+00,2026-02-15 14:20:01.126175+00,,,14:22,15:01,39
e52850ee-22d2-4145-a362-9175fde7a183,97d1ff5c-bd83-4687-8276-fa161cefaba0,Other,sending CS tickets,,2026-02-15,2026-02-15,done,2,2026-02-15 14:31:31.269249+00,2026-02-15 14:31:37.732335+00,,,15:31,16:00,29
11acd663-3a25-4136-93e2-8442e763e7d9,52262890-c566-4bb3-b1b3-9ae52851f182,Other,send to aya ghobashy quality comment,,2026-02-15,2026-02-15,done,2,2026-02-15 14:59:11.752889+00,2026-02-15 14:59:11.752889+00,,,,,,
897e6ff3-351e-4e4b-996e-fb1630961bba,52262890-c566-4bb3-b1b3-9ae52851f182,Other,send to reham deghady quality comment,,2026-02-15,2026-02-15,done,2,2026-02-15 14:59:45.453236+00,2026-02-15 14:59:45.453236+00,,,,,,
c7f74da8-ea68-4c39-aff0-3286e2dcb494,52262890-c566-4bb3-b1b3-9ae52851f182,Cover Session,"cover 3 sessions Cover Sessions: 4:30 PM, 7:30 PM, 9:00 PM",,2026-02-15,2026-02-15,done,2,2026-02-15 15:00:15.080616+00,2026-02-15 15:00:15.080616+00,,,,,180
9f53577e-6c80-4441-b320-740f8d14a6dc,97d1ff5c-bd83-4687-8276-fa161cefaba0,Other,meeting with mentors,,2026-02-15,2026-02-15,done,2,2026-02-15 15:02:33.890952+00,2026-02-15 15:02:40.461017+00,,,16:00,17:00,60
96662870-5e4d-417b-b4e9-08136673857b,6345052b-8082-42f6-af04-1e0bd9a21d5b,Other,Create Calendly Account,,2026-02-15,2026-02-15,done,1,2026-02-15 15:25:51.931535+00,2026-02-15 15:25:51.931535+00,,,,,,
bfc6cf42-ea39-42a9-89ea-0fea3dfe3719,cea54012-b4d5-4643-8164-2e220e64ddf7,One-to-One Meeting,Meeting with T-6278 to discuss his KPIs,,2026-02-15,2026-02-15,done,3,2026-02-15 15:26:48.791607+00,2026-02-15 15:26:48.791607+00,,,12:00,13:00,60
ee63a19b-536b-4a54-8d29-d4dc08d9de7d,cea54012-b4d5-4643-8164-2e220e64ddf7,One-to-One Meeting,Meeting with T-6279 to discuss his KPIs,,2026-02-15,2026-02-15,done,3,2026-02-15 15:28:01.28357+00,2026-02-15 15:28:01.28357+00,,,14:00,14:45,45
49889f39-57cd-4730-9be1-be690606f4b3,cea54012-b4d5-4643-8164-2e220e64ddf7,Other,Checking Leaves on system,,2026-02-15,2026-02-15,done,3,2026-02-15 15:28:35.790089+00,2026-02-15 15:28:35.790089+00,,,,,,
404396fb-329b-4f7a-9381-047c0cf4548e,10dddfcd-487c-4fdf-b1df-19952e29a06a,Other,assisting tutors,,2026-02-15,2026-02-15,done,2,2026-02-15 16:04:08.402829+00,2026-02-15 16:04:08.402829+00,,,,,,
62541c42-38c3-4ee2-980c-ed0cccd37908,7649f3a3-7473-4896-90e5-8afa734828e8,Cover Session,"QussaiQussai Firas kanafani S-86388 - Grade 5 - 6 Moez Omar Abdelaziz S-D2058 - Grade 7 - 8 yassin ayman S-359803 - Grade 7 - 8 Cover Sessions: 6:00 PM, 3:00 PM, 7:30 PM",,2026-02-14,2026-02-14,done,2,2026-02-15 16:07:39.284025+00,2026-02-15 16:07:39.284025+00,,,,,180
de4e7817-77fb-4ba1-849c-c2dff0f87ee6,c0fc68a4-1170-4f8a-80f5-4ce7300dd458,Cover Session,"Cover session Cover Sessions: 6:00 PM",,2026-02-15,2026-02-15,done,2,2026-02-15 16:09:09.073775+00,2026-02-15 16:09:09.073775+00,,,,,60
c8dc20a6-fad3-4817-898f-5f844e849cb4,7649f3a3-7473-4896-90e5-8afa734828e8,Other,"February Youssef Emad Hussin Abo-rawash T-12193 Session Engagemenet Complaint Parent Request The parent would like to know the actual outcomes the student has achieved during the two modules as she informed us that she feels the student hasn’t gained any tangible results from the outcomes S-129114 2/15/2026 18:00:00 192759 Mohammed Nabawy",,2026-02-15,2026-02-15,done,2,2026-02-15 16:10:51.501803+00,2026-02-15 16:10:51.501803+00,,,15:00,15:00,
348168ad-8f2f-44d6-bd47-ea2c313ae080,7649f3a3-7473-4896-90e5-8afa734828e8,One-to-One Meeting,"Youssef Emad Hussin Abo-rawash T-12193",,2026-02-15,2026-02-15,done,2,2026-02-15 16:12:06.502854+00,2026-02-15 16:12:06.502854+00,,,,,,
778a0c4c-1952-4c60-8865-3e622f53ae60,2037f361-3570-4946-9b8d-e7d24189b59e,Session Review,cs case 192699,,2026-02-15,2026-02-15,done,2,2026-02-15 16:29:02.879701+00,2026-02-15 16:29:02.879701+00,,,15:00,16:00,60
fe9326a8-90fc-4a43-b6da-0a60153c8162,c894625b-5096-4856-b3ec-0d9a6abe772d,Other,join meeting with Mentor/Sosanna about Evaluation Meetings,,2026-02-15,2026-02-15,done,3,2026-02-15 13:53:22.425901+00,2026-02-15 16:30:57.390331+00,,,16:00,16:30,30
6e60a0eb-f3d3-49cc-82ba-4e601e73908a,c894625b-5096-4856-b3ec-0d9a6abe772d,Other,Responded to CS request and sent the session materials requested by the student (S-113671),,2026-02-15,2026-02-15,done,3,2026-02-15 16:41:50.290718+00,2026-02-15 16:41:50.290718+00,,,17:30,18:00,30
2d34caca-ad71-4e8f-8985-cbbd432f927b,10dddfcd-487c-4fdf-b1df-19952e29a06a,Cover Session,2 sessions,,2026-02-15,2026-02-15,done,2,2026-02-15 15:07:34.611668+00,2026-02-15 19:12:32.434771+00,,,,,,
bb778326-79cd-4d47-93a9-8d450469d5bf,11dd4b0c-9af0-4901-a65a-252d72623af0,Other,Supporting the team with the needed material and answering their inquiries,,2026-02-15,2026-02-15,done,2,2026-02-15 14:12:18.613613+00,2026-02-15 20:17:15.303583+00,,,14:00,22:00,480
ad577d6d-7470-4f71-8ff2-efbdd2187efa,11dd4b0c-9af0-4901-a65a-252d72623af0,Cover Session,"S-374535 Cover Sessions: 4:30 PM",,2026-02-15,2026-02-15,done,3,2026-02-15 14:10:43.4196+00,2026-02-15 20:17:53.791795+00,,,,,,
3d666b6f-2e53-4a6e-bfd9-8b60f6993389,d7c33a8a-1c83-4cc3-a1b9-72787c40d165,Cover Session,"Not in my subteam Cover Sessions: 3:00 PM, 4:30 PM, 6:00 PM, 7:30 PM, 9:00 PM",,2026-02-15,2026-02-15,done,3,2026-02-15 14:19:52.506275+00,2026-02-15 21:05:37.397529+00,,,,,300
9c14945d-28ec-4b3b-8cd6-4df8de142f57,8a51fd39-3c02-44e5-a178-2f3aafc2e3e5,Cover Session,"cover sessions Cover Sessions: 3:00 PM, 6:00 PM, 9:00 PM, 4:30 PM, 7:30 PM",,2026-02-15,2026-02-15,done,3,2026-02-15 12:57:08.091683+00,2026-02-15 20:47:27.966957+00,,,,,300
d49f2b5d-9ffb-4297-9632-db2b04d6a452,45620717-bd9b-45ba-8265-b85af82e7796,Cover Session,"out of team cover Cover Sessions: 4:30 PM, 7:30 PM, 9:00 PM",,2026-02-15,2026-02-15,done,2,2026-02-15 13:16:34.477148+00,2026-02-16 10:39:06.613985+00,,,,,,
4449ace2-21e0-4540-b562-27d5381147db,cea54012-b4d5-4643-8164-2e220e64ddf7,Other,"Checking CS Case Ticket ID: 192685",,2026-02-15,2026-02-15,done,3,2026-02-15 16:44:54.428777+00,2026-02-15 16:44:54.428777+00,,,,,,
1768ee3e-cc8f-4f92-add4-b53c7d81ec1d,cea54012-b4d5-4643-8164-2e220e64ddf7,One-to-One Meeting,Meeting with mentor T-4183 to discuss her role in team 7,,2026-02-15,2026-02-15,done,3,2026-02-15 16:47:43.845258+00,2026-02-15 16:47:43.845258+00,,,17:30,18:00,30
f0ed3a21-c4fe-4118-b06d-ca22ed537f44,960005ff-dee1-4a44-8c11-33e13cb8ed4f,Session Review,راجعت ل tutor Bassant سيشن عشان احسن من المستوي و اتابعه و بلغتها بالملاحظات,,2026-02-15,2026-02-15,done,2,2026-02-15 17:01:30.171713+00,2026-02-15 17:01:30.171713+00,,,15:00,16:15,75
c14f30ae-183a-42e3-b1ed-c59e4acdba23,7649f3a3-7473-4896-90e5-8afa734828e8,Cover Session,"Mohamed Mohamed Mohamed Atta S-83566 - Grade 7 - 8 zaid ahmed S-239781 - Grade 3 - 4 Ahmed Moustafa Ghanema S-277746 - Grade 9 - 10 Cover Sessions: 4:30 PM, 6:00 PM, 9:00 PM",,2026-02-15,2026-02-15,done,2,2026-02-15 17:03:02.71621+00,2026-02-15 17:03:02.71621+00,,,,,180
20a8213d-b0c6-4f61-a5c0-80858390c450,960005ff-dee1-4a44-8c11-33e13cb8ed4f,One-to-One Meeting,راجعت ل tutor Toqa سيشن عشان احسن من المستوي و اتابعه و بلغتها بالملاحظات,,2026-02-15,2026-02-15,done,2,2026-02-15 17:06:02.412519+00,2026-02-15 17:06:02.412519+00,,,18:00,19:00,60
353b0d37-4cea-44bf-8ba5-e1c55c1f569b,79c89dfb-eb95-4439-9640-625fa3ac3571,Session Review,CS Case,,2026-02-15,2026-02-15,done,3,2026-02-15 17:11:30.293785+00,2026-02-15 17:11:30.293785+00,,,18:15,19:11,56
f0587c9d-b798-492a-ac48-de0507d128d7,5585b896-3ea3-4908-8346-cbe6e16a092e,Cover Session,"S-108083 Cover Sessions: 3:00 PM",,2026-02-15,2026-02-15,done,3,2026-02-15 17:20:50.197598+00,2026-02-15 17:20:50.197598+00,,,,,60
e154b301-2252-48bd-ab7c-b989b9ac5f99,5585b896-3ea3-4908-8346-cbe6e16a092e,Cover Session,"S-235776 Cover Sessions: 4:30 PM",,2026-02-15,2026-02-15,done,3,2026-02-15 17:21:22.718666+00,2026-02-15 17:21:22.718666+00,,,,,60
52a91687-63a6-4e98-933e-063751109fd4,5585b896-3ea3-4908-8346-cbe6e16a092e,Cover Session,"S-20656 Cover Sessions: 6:00 PM",,2026-02-15,2026-02-15,done,3,2026-02-15 17:21:51.283852+00,2026-02-15 17:21:51.283852+00,,,,,60
6f6e6eb0-5b96-40a3-928c-662d7b32cf23,ad80a2c7-9970-4a96-bd28-c781bc81d03f,Cover Session,"cover session at 4:30 pm about Function in Python Cover Sessions: 4:30 PM",,2026-02-15,2026-02-15,done,3,2026-02-15 17:29:59.751077+00,2026-02-15 17:29:59.751077+00,,,,,60
b34e6a43-a412-499e-b5fc-f0d6f69a4ac8,ad80a2c7-9970-4a96-bd28-c781bc81d03f,Cover Session,"cover session at 6pm about Story Time Cover Sessions: 6:00 PM",,2026-02-15,2026-02-15,done,3,2026-02-15 17:31:01.445864+00,2026-02-15 17:31:01.445864+00,,,,,60
961a327e-a87e-4098-9545-040a77e061d9,79c89dfb-eb95-4439-9640-625fa3ac3571,Cover Session,"three sessions was add it to me at the same time Cover Sessions: 3:00 PM, 4:30 PM, 7:30 PM",,2026-02-15,2026-02-15,done,2,2026-02-15 17:09:48.283629+00,2026-02-15 17:32:05.522215+00,,,15:00,20:30,330
035a2f3c-27c9-4b67-b32d-abe6f0965452,79c89dfb-eb95-4439-9640-625fa3ac3571,One-to-One Meeting,a meeting with the team leader regarding my new task about the outgoing cs cases,,2026-02-15,2026-02-15,done,3,2026-02-15 17:33:18.263713+00,2026-02-15 17:33:18.263713+00,,,17:30,17:50,20
9ae80697-7564-46bd-945f-967b1a591194,5e79744b-61bd-4698-9823-bc234914d767,Other,Add TL Anan to moderation channels,,2026-02-15,2026-02-15,done,3,2026-02-15 18:37:41.763045+00,2026-02-15 18:37:41.763045+00,,,14:37,15:00,23
dcc25587-ed7e-4fc5-9527-bfb6ebc064f9,8bbfaf3e-70d2-46f4-8748-47e04282553d,Cover Session,"Covering Sessions Cover Sessions: 4:30 PM",,2026-02-15,2026-02-15,done,2,2026-02-15 18:46:19.178454+00,2026-02-15 18:46:19.178454+00,,,,,60
7304d375-15e4-4ef2-a254-263085a50b23,6008cfbc-3ac3-41a7-ae2f-81a2d0a2ee25,Cover Session,"None Cover Sessions: 6:00 PM",,2026-02-15,2026-02-15,done,2,2026-02-15 18:56:35.613677+00,2026-02-15 18:56:35.613677+00,,,,,60
67dfe5d4-1bce-49bb-a44f-481eb27e49c0,c894625b-5096-4856-b3ec-0d9a6abe772d,Other,check quality database sheet and send comments to tutors,,2026-02-15,2026-02-15,done,3,2026-02-15 17:06:18.037474+00,2026-02-15 19:16:14.366193+00,,,18:30,,
551f6099-8310-4006-b679-a5ad225eaa4b,59892d43-6f2f-46c8-b9d9-308764bc9778,Cover Session,"1 session Cover Sessions: 3:00 PM",,2026-02-15,2026-02-15,done,3,2026-02-15 19:29:48.835709+00,2026-02-15 19:29:48.835709+00,,,,,60
6fdf98ed-d11a-4265-a82e-4c7b7a4fdf3f,59892d43-6f2f-46c8-b9d9-308764bc9778,Other,prepare reminder message,,2026-02-15,2026-02-15,done,2,2026-02-15 19:30:23.595204+00,2026-02-15 19:30:23.595204+00,,,,,,
945f12ef-a2d9-499f-8292-2079730d3cd2,c894625b-5096-4856-b3ec-0d9a6abe772d,Session Review,reviewed the session to confirm the tutor’s (T-9169) response to the quality comment and added the case to the invalid comments sheet.,,2026-02-15,2026-02-15,done,3,2026-02-15 19:30:31.005366+00,2026-02-15 19:30:31.005366+00,,,20:00,21:30,90
a9971fda-8612-4dec-9eb7-2fcbd6f849fd,59892d43-6f2f-46c8-b9d9-308764bc9778,One-to-One Meeting,Evaluation meeting with Abdallah,,2026-02-15,2026-02-15,done,3,2026-02-15 19:31:09.144204+00,2026-02-15 19:31:09.144204+00,,,,,,
cf5e376b-b608-4da8-832b-1d60233f60e4,59892d43-6f2f-46c8-b9d9-308764bc9778,One-to-One Meeting,Eval meeting with Ahmed Shawky but he didn't attend,,2026-02-15,2026-02-15,done,3,2026-02-15 19:32:19.043022+00,2026-02-15 19:32:58.419315+00,,,17:30,18:00,30
8ae6cd72-d077-443f-927c-d7ab0e385585,59892d43-6f2f-46c8-b9d9-308764bc9778,Session Review,Aya El-Mahrouk to validate a quality comment,,2026-02-15,2026-02-15,done,3,2026-02-15 19:34:20.158471+00,2026-02-15 19:34:20.158471+00,,,,,,
d34ed46e-d8f5-48e9-a0c6-f1c17ebd6783,59892d43-6f2f-46c8-b9d9-308764bc9778,Session Review,Another session for Aya El-Mahrouk,,2026-02-15,2026-02-15,done,3,2026-02-15 19:38:44.693948+00,2026-02-15 19:38:44.693948+00,,,,,,
02c6e721-4aed-4588-a26e-6fbb43a3dab4,59892d43-6f2f-46c8-b9d9-308764bc9778,Other,report about student case (S-28558),,2026-02-15,2026-02-15,done,3,2026-02-15 19:39:53.840853+00,2026-02-15 19:39:53.840853+00,,,,,,
a7f6c50d-4f57-413b-b4c4-e4085e4f0a47,59892d43-6f2f-46c8-b9d9-308764bc9778,Other,resolving quality comment case for Sara Abozeed,,2026-02-14,2026-02-14,done,3,2026-02-15 19:42:29.244272+00,2026-02-15 19:42:29.244272+00,,,,,,
e100ec61-ef53-4b4b-85c1-be6ed53d7b16,59892d43-6f2f-46c8-b9d9-308764bc9778,Session Review,Sara Abozeed,,2026-02-14,2026-02-14,done,2,2026-02-15 19:43:07.032609+00,2026-02-15 19:43:07.032609+00,,,,,,
47ef3b77-9e79-4557-bd19-dccd3d77fee0,59892d43-6f2f-46c8-b9d9-308764bc9778,Cover Session,"covering 3 sessions Cover Sessions: 3:00 PM, 6:00 PM, 7:30 PM",,2026-02-14,2026-02-14,done,3,2026-02-15 19:44:42.197312+00,2026-02-15 19:44:42.197312+00,,,,,180
665d631b-7354-4f54-baf7-b0bb60b5827d,59892d43-6f2f-46c8-b9d9-308764bc9778,One-to-One Meeting,Eval meeting with Abdallah but he didn't attend,,2026-02-14,2026-02-14,done,2,2026-02-15 19:46:08.854348+00,2026-02-15 19:46:08.854348+00,,,,,,
b5add3f3-ffce-4dbe-94a9-1b350872bd17,59892d43-6f2f-46c8-b9d9-308764bc9778,Other,"Sending quality comments to Sara , Eman and Nassem",,2026-02-13,2026-02-13,done,3,2026-02-15 19:47:59.324096+00,2026-02-15 19:47:59.324096+00,,,,,,
b33cd5cb-3d09-43fe-87de-5c4b98c38409,6345052b-8082-42f6-af04-1e0bd9a21d5b,Other,"Create Sheet for Team 4J while they needed to reach for",https://docs.google.com/spreadsheets/d/1aGZESJCo2Wrt2gwju74fAbo__BhhFINflExae8jGHII/edit?usp=sharing,2026-02-15,2026-02-16,in_progress,2,2026-02-14 19:43:59.913129+00,2026-02-15 19:50:15.415835+00,,,,,,
067ca9e4-a6ca-4cd5-a45e-742fd03b8f4b,c894625b-5096-4856-b3ec-0d9a6abe772d,Other,responded to the tutors inquiries regarding their Quality comments sent,,2026-02-15,2026-02-15,done,3,2026-02-15 19:56:20.715822+00,2026-02-15 19:56:20.715822+00,,,,,,
10acded5-a0a8-4b06-8d63-d457943f62a2,57c183de-55fd-48d6-ab8d-09a138b0fd0b,Cover Session,"i informed by the session at time less than 25 mins and i was already has 4 slots Cover Sessions: 6:00 PM",,2026-02-15,2026-02-15,done,2,2026-02-15 20:04:19.950376+00,2026-02-15 20:04:19.950376+00,,,,,60
e93b270c-96bb-4ad9-86f9-9b2fda3f3e16,5585b896-3ea3-4908-8346-cbe6e16a092e,Cover Session,"S-343293 Cover Sessions: 7:30 PM",,2026-02-15,2026-02-15,done,3,2026-02-15 20:05:33.084408+00,2026-02-15 20:05:33.084408+00,,,,,60
415cd9ca-569e-4726-a9b5-f8074430a62f,5585b896-3ea3-4908-8346-cbe6e16a092e,Cover Session,"S-85804 Cover Sessions: 9:00 PM",,2026-02-15,2026-02-15,done,3,2026-02-15 20:05:58.210555+00,2026-02-15 20:05:58.210555+00,,,,,60
2a2eea09-f668-4b50-b681-42e99209ca42,5585b896-3ea3-4908-8346-cbe6e16a092e,Other,Supporting the team with needed materials.,,2026-02-15,2026-02-15,done,2,2026-02-15 20:06:42.412703+00,2026-02-15 20:06:42.412703+00,,,,,,
9d1ad6ec-c8d2-4f5c-b38e-53f8fc312dcc,11dd4b0c-9af0-4901-a65a-252d72623af0,Cover Session,"S-343287 Cover Sessions: 9:00 PM",,2026-02-15,2026-02-15,done,3,2026-02-15 20:18:30.849618+00,2026-02-15 20:18:30.849618+00,,,,,60
d98e84f0-7079-4e93-9d2a-a3fe0f662735,ebf46837-d9bd-46c5-ab0d-f264e608dd7a,Cover Session,"covers Cover Sessions: 4:30 PM, 7:30 PM, 9:00 PM",,2026-02-15,2026-02-15,done,2,2026-02-15 20:23:22.375146+00,2026-02-15 20:23:22.375146+00,,,,,180
e3f655d1-7f20-4357-93cf-aca323b0c4e2,ebf46837-d9bd-46c5-ab0d-f264e608dd7a,Other,validating cs case,,2026-02-15,2026-02-15,done,4,2026-02-15 20:24:49.294353+00,2026-02-15 20:24:59.096933+00,,,15:40,16:15,35
8804f400-dd38-4400-b512-6a5cf27ce390,ebf46837-d9bd-46c5-ab0d-f264e608dd7a,Other,supporting the team with inquiries,,2026-02-15,2026-02-15,done,2,2026-02-15 20:25:49.953465+00,2026-02-15 20:25:49.953465+00,,,,,,
570b27e6-674a-4040-90c4-778e1aa49322,0af709a7-115e-4c62-9863-c0c078daf370,Team Meeting,will discuss new updates,,2026-02-16,2026-02-16,done,2,2026-02-15 19:29:25.267819+00,2026-02-16 14:15:28.203571+00,,,,,,
da32f2d2-dc86-48e9-931b-294d09799df5,8a51fd39-3c02-44e5-a178-2f3aafc2e3e5,Other,working on a workshop to improve team 7 session quality,,2026-02-13,2026-02-28,in_progress,2,2026-02-15 20:49:09.433332+00,2026-02-15 20:49:09.433332+00,,,,,,
7730759d-6b56-4baa-9948-f337a51d9f8a,8a51fd39-3c02-44e5-a178-2f3aafc2e3e5,Other,finished phase 1 of the work shop (the main points of the first meeting),,2026-02-15,2026-02-15,done,2,2026-02-15 20:51:06.519591+00,2026-02-15 20:51:06.519591+00,,,,,,
6c6d2c0c-4286-4c89-805c-845919c84b35,d7c33a8a-1c83-4cc3-a1b9-72787c40d165,Team Meeting,"The meeting focused on reviewing recent updates and tracking the progress of ongoing tasks. Team members shared the status of their work, discussed key changes, and addressed any challenges. Action items and next steps were confirmed to ensure alignment and timely completion of deliverables.",,2026-02-15,2026-02-15,done,3,2026-02-15 22:12:45.624881+00,2026-02-15 22:12:45.624881+00,,,22:15,23:30,75
d21b27e6-b6df-47de-ab58-c51e1717bdfe,960005ff-dee1-4a44-8c11-33e13cb8ed4f,Session Review,عايزة اكمل اخر بنتين في التيم اراجع لهم سيشنز عشان اتابع الاداء,,2026-02-15,2026-02-15,done,2,2026-02-15 17:06:52.483364+00,2026-02-16 00:35:29.50304+00,,,18:00,20:30,150
e432ddfd-7df4-4690-a777-9fa734ca8629,960005ff-dee1-4a44-8c11-33e13cb8ed4f,One-to-One Meeting,سيشن من ال راجعتها ال tutor غلطانة كتير اوي كان لازم ميتيج الحقها عشان تصلح الاخطاء,,2026-02-15,2026-02-15,done,4,2026-02-16 00:37:56.732212+00,2026-02-16 00:37:56.732212+00,,,23:00,23:50,50
4f108b32-0c0e-41e5-840b-eb8eccfcaece,c1402d6f-183f-4afe-af13-6319784141e9,Cover Session,"cover 5 sessions Cover Sessions: 3:00 PM, 4:30 PM, 6:00 PM, 7:30 PM, 9:00 PM",,2026-02-15,2026-02-15,done,4,2026-02-16 02:58:56.648329+00,2026-02-16 02:58:56.648329+00,,,,,300
ee87af87-436e-4e47-9a84-a243b79abc9c,c1402d6f-183f-4afe-af13-6319784141e9,One-to-One Meeting,Evaluation meeting with Esraa Mohammed,,2026-02-16,2026-02-16,todo,3,2026-02-16 03:00:03.60863+00,2026-02-16 03:00:03.60863+00,,,14:00,14:30,30
a3ed554d-9b4f-44d0-9c18-3d06ae53783b,c1402d6f-183f-4afe-af13-6319784141e9,Other,submit quality comments in sheet,,2026-02-16,2026-02-16,todo,4,2026-02-16 03:01:09.211321+00,2026-02-16 03:01:09.211321+00,,,,,,
f068ab67-62f9-4d35-8c0c-17198d2959c8,c1402d6f-183f-4afe-af13-6319784141e9,One-to-One Meeting,support meeting with Enas Mohammed,,2026-02-15,2026-02-15,done,4,2026-02-16 03:02:53.003291+00,2026-02-16 03:02:53.003291+00,,,17:02,17:15,13
2c314a08-9966-4d50-b580-f0f89f7e9982,c1402d6f-183f-4afe-af13-6319784141e9,Team Meeting,workshop with team mentor Rehab,,2026-02-15,2026-02-15,done,2,2026-02-16 03:07:48.504525+00,2026-02-16 03:07:48.504525+00,,,,,,
f3b9e64b-4a77-46fb-964e-8fad22ef54fb,c3251261-cbc7-4bba-a6e8-17a947cf74ae,Cover Session,". Cover Sessions: 3:00 PM, 4:30 PM, 7:30 PM, 6:00 PM, 9:00 PM",,2026-02-15,2026-02-15,done,2,2026-02-16 10:28:41.22557+00,2026-02-16 10:28:41.22557+00,,,,,300
432d1f70-8d89-4ba3-9bf7-e327d40c2443,45620717-bd9b-45ba-8265-b85af82e7796,Cover Session,"out of team cover Cover Sessions: 4:30 PM, 7:30 PM, 9:00 PM Cover Sessions: 4:30 PM, 7:30 PM, 9:00 PM",,2026-02-15,2026-02-15,done,2,2026-02-16 10:40:07.522999+00,2026-02-16 10:40:07.522999+00,,,,,180
9745b1d2-cc45-4e55-ac68-1f3869db085a,c3251261-cbc7-4bba-a6e8-17a947cf74ae,Session Review,T-10865 student case,,2026-02-16,2026-02-16,done,2,2026-02-16 10:57:46.627198+00,2026-02-16 10:57:46.627198+00,,,,,,
824885d0-f5e6-47d4-a514-12431a443f44,8f645bd2-3df6-4487-ae7b-7c49d8f1d253,Other,"meeting with mentor mohmaed ashraf to discuss some ideas for ramdan challenge",,2026-02-16,2026-02-16,done,2,2026-02-16 11:11:07.792609+00,2026-02-16 11:56:05.573995+00,,,13:10,13:30,20
e8d11645-2d82-45e3-9a6d-5b6457230056,8bbfaf3e-70d2-46f4-8748-47e04282553d,Team Meeting,Mentors Meeting to discuss ramadan workshop plan,,2026-02-16,2026-02-16,done,2,2026-02-16 12:10:00.150888+00,2026-02-16 12:10:00.150888+00,,,13:35,14:00,25
71be2c9e-0421-49c0-94b0-92496fa4103a,ad80a2c7-9970-4a96-bd28-c781bc81d03f,One-to-One Meeting,EV meeting with walaa,,2026-02-16,2026-02-16,done,2,2026-02-16 12:21:28.153783+00,2026-02-16 12:21:28.153783+00,,,13:30,14:00,30
8f4b730a-dd6d-4549-bddf-86e531246d51,ad80a2c7-9970-4a96-bd28-c781bc81d03f,One-to-One Meeting,EV meeting with salma,,2026-02-16,2026-02-16,done,2,2026-02-16 12:22:32.128769+00,2026-02-16 12:22:32.128769+00,,,14:00,14:20,20
ef8f7d65-1495-4441-8df8-4c7e6727e118,ad80a2c7-9970-4a96-bd28-c781bc81d03f,Cover Session,"unction in Python Cover Sessions: 9:00 PM",,2026-02-15,2026-02-15,done,3,2026-02-16 12:23:48.18448+00,2026-02-16 12:23:48.18448+00,,,,,60
f8cfefea-5d61-4446-a74c-c8dfcfd7991a,50d594c1-ed15-4a67-ad13-d62a31ade2da,Study Plan,march,,2026-02-16,2026-02-20,todo,4,2026-02-16 12:59:12.105547+00,2026-02-16 12:59:12.105547+00,,,,,,
37f916b7-e3fb-44ef-84f4-bf6b74ff7d67,45620717-bd9b-45ba-8265-b85af82e7796,One-to-One Meeting,"Evaluation meeting with Nourhan Nourhan Mohamed Ahmed Mohamed T-4063",,2026-02-16,2026-02-16,done,2,2026-02-16 11:40:42.566678+00,2026-02-16 12:28:02.167339+00,,,13:30,14:00,30
fa999c81-3023-4b58-8cc1-8327f439df80,45620717-bd9b-45ba-8265-b85af82e7796,One-to-One Meeting,"Evaluation Meeting with Ibtihal Ibtihal Malik ELNasser Sayed Ahmed T-2340",,2026-02-16,2026-02-16,done,2,2026-02-16 11:41:48.417268+00,2026-02-16 12:28:17.345619+00,,,14:00,14:30,30
b2054201-a894-46cf-9f3b-ecf8928aabf8,188360e8-9c42-43db-b011-b10a443d51bd,Other,I attended workshop with Hager from team Sosanna,,2026-02-16,2026-02-16,done,2,2026-02-16 12:29:39.828474+00,2026-02-16 12:33:17.47697+00,,,,,,
41ce25f7-558b-4d52-9af2-b2864ba519ba,c0fc68a4-1170-4f8a-80f5-4ce7300dd458,One-to-One Meeting,"Evaluation meeting with Alaa Saber to help him solve bugs that caused the SC ticket. meeting points: 1. How to quickly give remote control to a student. 2. How to open the Code.org links on a student's device. 3. How to easily teach students to share their screen.",,2026-02-15,2026-02-20,done,2,2026-02-15 13:05:12.581273+00,2026-02-16 12:48:08.703296+00,,,14:30,14:50,20
824cb020-8c5a-4ce4-a21c-6d32988992ab,50d594c1-ed15-4a67-ad13-d62a31ade2da,Team Meeting,leave polices,https://zoom.us/j/93570236425,2026-02-16,2026-02-16,done,3,2026-02-16 12:54:17.580253+00,2026-02-16 12:54:17.580253+00,,,,,,
09f3f800-90e4-4e35-894a-dfea7e944943,50d594c1-ed15-4a67-ad13-d62a31ade2da,Other,Ramadan Competition,,2026-02-02,2026-03-18,in_progress,3,2026-02-16 12:55:44.826424+00,2026-02-16 12:55:44.826424+00,,,,,,
dd5b1a41-b5f1-42fe-be0a-6a027905a5e5,50d594c1-ed15-4a67-ad13-d62a31ade2da,Other,tutors track progress website,,2026-02-09,2026-03-10,in_progress,2,2026-02-16 12:57:02.550495+00,2026-02-16 12:57:02.550495+00,,,,,,
